1.png	grinning face	😀️	\U0001F600\U0000FE0F	U+1F600	grinning face
1086.png	open mailbox with lowered flag	📭️	\U0001F4ED\U0000FE0F	U+1F4ED	open mailbox with lowered flag
1087.png	postbox	📮️	\U0001F4EE\U0000FE0F	U+1F4EE	postbox
1088.png	ballot box with ballot	🗳️	\U0001F5F3\U0000FE0F	U+1F5F3	ballot box with ballot
1089.png	pencil	✏️	\U0000270F\U0000FE0F	U+270F	pencil
1090.png	black nib	✒️	\U00002712\U0000FE0F	U+2712	black nib
1091.png	fountain pen	🖋️	\U0001F58B\U0000FE0F	U+1F58B	fountain pen
1092.png	pen	🖊️	\U0001F58A\U0000FE0F	U+1F58A	pen
1093.png	paintbrush	🖌️	\U0001F58C\U0000FE0F	U+1F58C	paintbrush
1094.png	crayon	🖍️	\U0001F58D\U0000FE0F	U+1F58D	crayon
1095.png	memo	📝️	\U0001F4DD\U0000FE0F	U+1F4DD	memo
1096.png	briefcase	💼️	\U0001F4BC\U0000FE0F	U+1F4BC	briefcase
1097.png	file folder	📁️	\U0001F4C1\U0000FE0F	U+1F4C1	file folder
1098.png	open file folder	📂️	\U0001F4C2\U0000FE0F	U+1F4C2	open file folder
1099.png	card index dividers	🗂️	\U0001F5C2\U0000FE0F	U+1F5C2	card index dividers
1100.png	calendar	📅️	\U0001F4C5\U0000FE0F	U+1F4C5	calendar
1101.png	tear-off calendar	📆️	\U0001F4C6\U0000FE0F	U+1F4C6	tear-off calendar
1102.png	spiral notepad	🗒️	\U0001F5D2\U0000FE0F	U+1F5D2	spiral notepad
1103.png	spiral calendar	🗓️	\U0001F5D3\U0000FE0F	U+1F5D3	spiral calendar
1104.png	card index	📇️	\U0001F4C7\U0000FE0F	U+1F4C7	card index
1105.png	chart increasing	📈️	\U0001F4C8\U0000FE0F	U+1F4C8	chart increasing
1106.png	chart decreasing	📉️	\U0001F4C9\U0000FE0F	U+1F4C9	chart decreasing
1107.png	bar chart	📊️	\U0001F4CA\U0000FE0F	U+1F4CA	bar chart
1108.png	clipboard	📋️	\U0001F4CB\U0000FE0F	U+1F4CB	clipboard
1109.png	pushpin	📌️	\U0001F4CC\U0000FE0F	U+1F4CC	pushpin
1110.png	round pushpin	📍️	\U0001F4CD\U0000FE0F	U+1F4CD	round pushpin
1111.png	paperclip	📎️	\U0001F4CE\U0000FE0F	U+1F4CE	paperclip
1112.png	linked paperclips	🖇️	\U0001F587\U0000FE0F	U+1F587	linked paperclips
1113.png	straight ruler	📏️	\U0001F4CF\U0000FE0F	U+1F4CF	straight ruler
1114.png	triangular ruler	📐️	\U0001F4D0\U0000FE0F	U+1F4D0	triangular ruler
1115.png	scissors	✂️	\U00002702\U0000FE0F	U+2702	scissors
1116.png	card file box	🗃️	\U0001F5C3\U0000FE0F	U+1F5C3	card file box
1117.png	file cabinet	🗄️	\U0001F5C4\U0000FE0F	U+1F5C4	file cabinet
1118.png	wastebasket	🗑️	\U0001F5D1\U0000FE0F	U+1F5D1	wastebasket
1119.png	locked	🔒️	\U0001F512\U0000FE0F	U+1F512	locked
1120.png	unlocked	🔓️	\U0001F513\U0000FE0F	U+1F513	unlocked
1121.png	locked with pen	🔏️	\U0001F50F\U0000FE0F	U+1F50F	locked with pen
1122.png	locked with key	🔐️	\U0001F510\U0000FE0F	U+1F510	locked with key
1123.png	key	🔑️	\U0001F511\U0000FE0F	U+1F511	key
1124.png	old key	🗝️	\U0001F5DD\U0000FE0F	U+1F5DD	old key
1125.png	hammer	🔨️	\U0001F528\U0000FE0F	U+1F528	hammer
1126.png	pick	⛏️	\U000026CF\U0000FE0F	U+26CF	pick
1127.png	hammer and pick	⚒️	\U00002692\U0000FE0F	U+2692	hammer and pick
1128.png	hammer and wrench	🛠️	\U0001F6E0\U0000FE0F	U+1F6E0	hammer and wrench
1129.png	dagger	🗡️	\U0001F5E1\U0000FE0F	U+1F5E1	dagger
1130.png	crossed swords	⚔️	\U00002694\U0000FE0F	U+2694	crossed swords
1131.png	pistol	🔫️	\U0001F52B\U0000FE0F	U+1F52B	pistol
1132.png	bow and arrow	🏹️	\U0001F3F9\U0000FE0F	U+1F3F9	bow and arrow
1133.png	shield	🛡️	\U0001F6E1\U0000FE0F	U+1F6E1	shield
1134.png	wrench	🔧️	\U0001F527\U0000FE0F	U+1F527	wrench
1135.png	nut and bolt	🔩️	\U0001F529\U0000FE0F	U+1F529	nut and bolt
1136.png	gear	⚙️	\U00002699\U0000FE0F	U+2699	gear
1137.png	clamp	🗜️	\U0001F5DC\U0000FE0F	U+1F5DC	clamp
1138.png	balance scale	⚖️	\U00002696\U0000FE0F	U+2696	balance scale
1139.png	link	🔗️	\U0001F517\U0000FE0F	U+1F517	link
1140.png	chains	⛓️	\U000026D3\U0000FE0F	U+26D3	chains
1141.png	⊛ toolbox	🧰️	\U0001F9F0\U0000FE0F	U+1F9F0	⊛ toolbox
1142.png	⊛ magnet	🧲️	\U0001F9F2\U0000FE0F	U+1F9F2	⊛ magnet
1143.png	alembic	⚗️	\U00002697\U0000FE0F	U+2697	alembic
1144.png	⊛ test tube	🧪️	\U0001F9EA\U0000FE0F	U+1F9EA	⊛ test tube
1145.png	⊛ petri dish	🧫️	\U0001F9EB\U0000FE0F	U+1F9EB	⊛ petri dish
1146.png	⊛ dna	🧬️	\U0001F9EC\U0000FE0F	U+1F9EC	⊛ dna
1147.png	microscope	🔬️	\U0001F52C\U0000FE0F	U+1F52C	microscope
1148.png	telescope	🔭️	\U0001F52D\U0000FE0F	U+1F52D	telescope
1149.png	satellite antenna	📡️	\U0001F4E1\U0000FE0F	U+1F4E1	satellite antenna
1150.png	syringe	💉️	\U0001F489\U0000FE0F	U+1F489	syringe
1151.png	pill	💊️	\U0001F48A\U0000FE0F	U+1F48A	pill
1152.png	door	🚪️	\U0001F6AA\U0000FE0F	U+1F6AA	door
1153.png	bed	🛏️	\U0001F6CF\U0000FE0F	U+1F6CF	bed
1154.png	couch and lamp	🛋️	\U0001F6CB\U0000FE0F	U+1F6CB	couch and lamp
1155.png	toilet	🚽️	\U0001F6BD\U0000FE0F	U+1F6BD	toilet
1156.png	shower	🚿️	\U0001F6BF\U0000FE0F	U+1F6BF	shower
1157.png	bathtub	🛁️	\U0001F6C1\U0000FE0F	U+1F6C1	bathtub
1158.png	⊛ lotion bottle	🧴️	\U0001F9F4\U0000FE0F	U+1F9F4	⊛ lotion bottle
1159.png	⊛ safety pin	🧷️	\U0001F9F7\U0000FE0F	U+1F9F7	⊛ safety pin
1160.png	⊛ broom	🧹️	\U0001F9F9\U0000FE0F	U+1F9F9	⊛ broom
1161.png	⊛ basket	🧺️	\U0001F9FA\U0000FE0F	U+1F9FA	⊛ basket
1162.png	⊛ roll of paper	🧻️	\U0001F9FB\U0000FE0F	U+1F9FB	⊛ roll of paper
1163.png	⊛ soap	🧼️	\U0001F9FC\U0000FE0F	U+1F9FC	⊛ soap
1164.png	⊛ sponge	🧽️	\U0001F9FD\U0000FE0F	U+1F9FD	⊛ sponge
1165.png	⊛ fire extinguisher	🧯️	\U0001F9EF\U0000FE0F	U+1F9EF	⊛ fire extinguisher
1166.png	shopping cart	🛒️	\U0001F6D2\U0000FE0F	U+1F6D2	shopping cart
1167.png	cigarette	🚬️	\U0001F6AC\U0000FE0F	U+1F6AC	cigarette
1168.png	coffin	⚰️	\U000026B0\U0000FE0F	U+26B0	coffin
1169.png	funeral urn	⚱️	\U000026B1\U0000FE0F	U+26B1	funeral urn
1170.png	moai	🗿️	\U0001F5FF\U0000FE0F	U+1F5FF	moai
1171.png	ATM sign	🏧️	\U0001F3E7\U0000FE0F	U+1F3E7	ATM sign
1172.png	litter in bin sign	🚮️	\U0001F6AE\U0000FE0F	U+1F6AE	litter in bin sign
1173.png	potable water	🚰️	\U0001F6B0\U0000FE0F	U+1F6B0	potable water
1174.png	wheelchair symbol	♿️	\U0000267F\U0000FE0F	U+267F	wheelchair symbol
1175.png	men’s room	🚹️	\U0001F6B9\U0000FE0F	U+1F6B9	men’s room
1176.png	women’s room	🚺️	\U0001F6BA\U0000FE0F	U+1F6BA	women’s room
1177.png	restroom	🚻️	\U0001F6BB\U0000FE0F	U+1F6BB	restroom
1178.png	baby symbol	🚼️	\U0001F6BC\U0000FE0F	U+1F6BC	baby symbol
1179.png	water closet	🚾️	\U0001F6BE\U0000FE0F	U+1F6BE	water closet
1180.png	passport control	🛂️	\U0001F6C2\U0000FE0F	U+1F6C2	passport control
1181.png	customs	🛃️	\U0001F6C3\U0000FE0F	U+1F6C3	customs
1182.png	baggage claim	🛄️	\U0001F6C4\U0000FE0F	U+1F6C4	baggage claim
1183.png	left luggage	🛅️	\U0001F6C5\U0000FE0F	U+1F6C5	left luggage
1184.png	warning	⚠️	\U000026A0\U0000FE0F	U+26A0	warning
1185.png	children crossing	🚸️	\U0001F6B8\U0000FE0F	U+1F6B8	children crossing
1186.png	no entry	⛔️	\U000026D4\U0000FE0F	U+26D4	no entry
1187.png	prohibited	🚫️	\U0001F6AB\U0000FE0F	U+1F6AB	prohibited
1188.png	no bicycles	🚳️	\U0001F6B3\U0000FE0F	U+1F6B3	no bicycles
1189.png	no smoking	🚭️	\U0001F6AD\U0000FE0F	U+1F6AD	no smoking
1190.png	no littering	🚯️	\U0001F6AF\U0000FE0F	U+1F6AF	no littering
1191.png	non-potable water	🚱️	\U0001F6B1\U0000FE0F	U+1F6B1	non-potable water
1192.png	no pedestrians	🚷️	\U0001F6B7\U0000FE0F	U+1F6B7	no pedestrians
1193.png	no mobile phones	📵️	\U0001F4F5\U0000FE0F	U+1F4F5	no mobile phones
1194.png	no one under eighteen	🔞️	\U0001F51E\U0000FE0F	U+1F51E	no one under eighteen
1195.png	radioactive	☢️	\U00002622\U0000FE0F	U+2622	radioactive
1196.png	biohazard	☣️	\U00002623\U0000FE0F	U+2623	biohazard
1197.png	up arrow	⬆️	\U00002B06\U0000FE0F	U+2B06	up arrow
1198.png	up-right arrow	↗️	\U00002197\U0000FE0F	U+2197	up-right arrow
1199.png	right arrow	➡️	\U000027A1\U0000FE0F	U+27A1	right arrow
1200.png	down-right arrow	↘️	\U00002198\U0000FE0F	U+2198	down-right arrow
1201.png	down arrow	⬇️	\U00002B07\U0000FE0F	U+2B07	down arrow
1202.png	down-left arrow	↙️	\U00002199\U0000FE0F	U+2199	down-left arrow
1203.png	left arrow	⬅️	\U00002B05\U0000FE0F	U+2B05	left arrow
1204.png	up-left arrow	↖️	\U00002196\U0000FE0F	U+2196	up-left arrow
1205.png	up-down arrow	↕️	\U00002195\U0000FE0F	U+2195	up-down arrow
1206.png	left-right arrow	↔️	\U00002194\U0000FE0F	U+2194	left-right arrow
1207.png	right arrow curving left	↩️	\U000021A9\U0000FE0F	U+21A9	right arrow curving left
1208.png	left arrow curving right	↪️	\U000021AA\U0000FE0F	U+21AA	left arrow curving right
1209.png	right arrow curving up	⤴️	\U00002934\U0000FE0F	U+2934	right arrow curving up
1210.png	right arrow curving down	⤵️	\U00002935\U0000FE0F	U+2935	right arrow curving down
1211.png	clockwise vertical arrows	🔃️	\U0001F503\U0000FE0F	U+1F503	clockwise vertical arrows
1212.png	counterclockwise arrows button	🔄️	\U0001F504\U0000FE0F	U+1F504	counterclockwise arrows button
1213.png	BACK arrow	🔙️	\U0001F519\U0000FE0F	U+1F519	BACK arrow
1214.png	END arrow	🔚️	\U0001F51A\U0000FE0F	U+1F51A	END arrow
1215.png	ON! arrow	🔛️	\U0001F51B\U0000FE0F	U+1F51B	ON! arrow
1216.png	SOON arrow	🔜️	\U0001F51C\U0000FE0F	U+1F51C	SOON arrow
1217.png	TOP arrow	🔝️	\U0001F51D\U0000FE0F	U+1F51D	TOP arrow
1218.png	place of worship	🛐️	\U0001F6D0\U0000FE0F	U+1F6D0	place of worship
1219.png	atom symbol	⚛️	\U0000269B\U0000FE0F	U+269B	atom symbol
1220.png	om	🕉️	\U0001F549\U0000FE0F	U+1F549	om
1221.png	star of David	✡️	\U00002721\U0000FE0F	U+2721	star of David
1222.png	wheel of dharma	☸️	\U00002638\U0000FE0F	U+2638	wheel of dharma
1223.png	yin yang	☯️	\U0000262F\U0000FE0F	U+262F	yin yang
1224.png	latin cross	✝️	\U0000271D\U0000FE0F	U+271D	latin cross
1225.png	orthodox cross	☦️	\U00002626\U0000FE0F	U+2626	orthodox cross
1226.png	star and crescent	☪️	\U0000262A\U0000FE0F	U+262A	star and crescent
1227.png	peace symbol	☮️	\U0000262E\U0000FE0F	U+262E	peace symbol
1228.png	menorah	🕎️	\U0001F54E\U0000FE0F	U+1F54E	menorah
1229.png	dotted six-pointed star	🔯️	\U0001F52F\U0000FE0F	U+1F52F	dotted six-pointed star
1230.png	Aries	♈️	\U00002648\U0000FE0F	U+2648	Aries
1231.png	Taurus	♉️	\U00002649\U0000FE0F	U+2649	Taurus
1232.png	Gemini	♊️	\U0000264A\U0000FE0F	U+264A	Gemini
1233.png	Cancer	♋️	\U0000264B\U0000FE0F	U+264B	Cancer
1234.png	Leo	♌️	\U0000264C\U0000FE0F	U+264C	Leo
1235.png	Virgo	♍️	\U0000264D\U0000FE0F	U+264D	Virgo
1236.png	Libra	♎️	\U0000264E\U0000FE0F	U+264E	Libra
1237.png	Scorpio	♏️	\U0000264F\U0000FE0F	U+264F	Scorpio
1238.png	Sagittarius	♐️	\U00002650\U0000FE0F	U+2650	Sagittarius
1239.png	Capricorn	♑️	\U00002651\U0000FE0F	U+2651	Capricorn
1240.png	Aquarius	♒️	\U00002652\U0000FE0F	U+2652	Aquarius
1241.png	Pisces	♓️	\U00002653\U0000FE0F	U+2653	Pisces
1242.png	Ophiuchus	⛎️	\U000026CE\U0000FE0F	U+26CE	Ophiuchus
1243.png	shuffle tracks button	🔀️	\U0001F500\U0000FE0F	U+1F500	shuffle tracks button
1244.png	repeat button	🔁️	\U0001F501\U0000FE0F	U+1F501	repeat button
1245.png	repeat single button	🔂️	\U0001F502\U0000FE0F	U+1F502	repeat single button
1246.png	play button	▶️	\U000025B6\U0000FE0F	U+25B6	play button
1247.png	fast-forward button	⏩️	\U000023E9\U0000FE0F	U+23E9	fast-forward button
1248.png	next track button	⏭️	\U000023ED\U0000FE0F	U+23ED	next track button
1249.png	play or pause button	⏯️	\U000023EF\U0000FE0F	U+23EF	play or pause button
1250.png	reverse button	◀️	\U000025C0\U0000FE0F	U+25C0	reverse button
1251.png	fast reverse button	⏪️	\U000023EA\U0000FE0F	U+23EA	fast reverse button
1252.png	last track button	⏮️	\U000023EE\U0000FE0F	U+23EE	last track button
1253.png	upwards button	🔼️	\U0001F53C\U0000FE0F	U+1F53C	upwards button
1254.png	fast up button	⏫️	\U000023EB\U0000FE0F	U+23EB	fast up button
1255.png	downwards button	🔽️	\U0001F53D\U0000FE0F	U+1F53D	downwards button
1256.png	fast down button	⏬️	\U000023EC\U0000FE0F	U+23EC	fast down button
1257.png	pause button	⏸️	\U000023F8\U0000FE0F	U+23F8	pause button
1258.png	stop button	⏹️	\U000023F9\U0000FE0F	U+23F9	stop button
1259.png	record button	⏺️	\U000023FA\U0000FE0F	U+23FA	record button
1260.png	eject button	⏏️	\U000023CF\U0000FE0F	U+23CF	eject button
1261.png	cinema	🎦️	\U0001F3A6\U0000FE0F	U+1F3A6	cinema
1262.png	dim button	🔅️	\U0001F505\U0000FE0F	U+1F505	dim button
1263.png	bright button	🔆️	\U0001F506\U0000FE0F	U+1F506	bright button
1264.png	antenna bars	📶️	\U0001F4F6\U0000FE0F	U+1F4F6	antenna bars
1265.png	vibration mode	📳️	\U0001F4F3\U0000FE0F	U+1F4F3	vibration mode
1266.png	mobile phone off	📴️	\U0001F4F4\U0000FE0F	U+1F4F4	mobile phone off
1267.png	female sign	♀️	\U00002640\U0000FE0F	U+2640	female sign
1268.png	male sign	♂️	\U00002642\U0000FE0F	U+2642	male sign
1269.png	medical symbol	⚕️	\U00002695\U0000FE0F	U+2695	medical symbol
1270.png	⊛ infinity	♾️	\U0000267E\U0000FE0F	U+267E	⊛ infinity
1271.png	recycling symbol	♻️	\U0000267B\U0000FE0F	U+267B	recycling symbol
1272.png	fleur-de-lis	⚜️	\U0000269C\U0000FE0F	U+269C	fleur-de-lis
1273.png	trident emblem	🔱️	\U0001F531\U0000FE0F	U+1F531	trident emblem
1274.png	name badge	📛️	\U0001F4DB\U0000FE0F	U+1F4DB	name badge
1275.png	Japanese symbol for beginner	🔰️	\U0001F530\U0000FE0F	U+1F530	Japanese symbol for beginner
1276.png	heavy large circle	⭕️	\U00002B55\U0000FE0F	U+2B55	heavy large circle
1277.png	white heavy check mark	✅️	\U00002705\U0000FE0F	U+2705	white heavy check mark
1278.png	ballot box with check	☑️	\U00002611\U0000FE0F	U+2611	ballot box with check
1279.png	heavy check mark	✔️	\U00002714\U0000FE0F	U+2714	heavy check mark
1280.png	heavy multiplication x	✖️	\U00002716\U0000FE0F	U+2716	heavy multiplication x
1281.png	cross mark	❌️	\U0000274C\U0000FE0F	U+274C	cross mark
1282.png	cross mark button	❎️	\U0000274E\U0000FE0F	U+274E	cross mark button
1283.png	heavy plus sign	➕️	\U00002795\U0000FE0F	U+2795	heavy plus sign
1284.png	heavy minus sign	➖️	\U00002796\U0000FE0F	U+2796	heavy minus sign
1285.png	heavy division sign	➗️	\U00002797\U0000FE0F	U+2797	heavy division sign
1286.png	curly loop	➰️	\U000027B0\U0000FE0F	U+27B0	curly loop
1287.png	double curly loop	➿️	\U000027BF\U0000FE0F	U+27BF	double curly loop
1288.png	part alternation mark	〽️	\U0000303D\U0000FE0F	U+303D	part alternation mark
1289.png	eight-spoked asterisk	✳️	\U00002733\U0000FE0F	U+2733	eight-spoked asterisk
1290.png	eight-pointed star	✴️	\U00002734\U0000FE0F	U+2734	eight-pointed star
1291.png	sparkle	❇️	\U00002747\U0000FE0F	U+2747	sparkle
1292.png	double exclamation mark	‼️	\U0000203C\U0000FE0F	U+203C	double exclamation mark
1293.png	exclamation question mark	⁉️	\U00002049\U0000FE0F	U+2049	exclamation question mark
1294.png	question mark	❓️	\U00002753\U0000FE0F	U+2753	question mark
1295.png	white question mark	❔️	\U00002754\U0000FE0F	U+2754	white question mark
1296.png	white exclamation mark	❕️	\U00002755\U0000FE0F	U+2755	white exclamation mark
1297.png	exclamation mark	❗️	\U00002757\U0000FE0F	U+2757	exclamation mark
1298.png	wavy dash	〰️	\U00003030\U0000FE0F	U+3030	wavy dash
1299.png	copyright	©️	\U000000A9\U0000FE0F	U+00A9	copyright
1300.png	registered	®️	\U000000AE\U0000FE0F	U+00AE	registered
1301.png	trade mark	™️	\U00002122\U0000FE0F	U+2122	trade mark
1302.png	keycap: #	#️⃣️	\U00000023\U0000FE0F\U000020E3\U0000FE0F	U+0023 U+FE0F U+20E3	keycap: #
1303.png	keycap: *	*️⃣️	\U0000002A\U0000FE0F\U000020E3\U0000FE0F	U+002A U+FE0F U+20E3	keycap: *
1304.png	keycap: 0	0️⃣️	\U00000030\U0000FE0F\U000020E3\U0000FE0F	U+0030 U+FE0F U+20E3	keycap: 0
1305.png	keycap: 1	1️⃣️	\U00000031\U0000FE0F\U000020E3\U0000FE0F	U+0031 U+FE0F U+20E3	keycap: 1
1306.png	keycap: 2	2️⃣️	\U00000032\U0000FE0F\U000020E3\U0000FE0F	U+0032 U+FE0F U+20E3	keycap: 2
1307.png	keycap: 3	3️⃣️	\U00000033\U0000FE0F\U000020E3\U0000FE0F	U+0033 U+FE0F U+20E3	keycap: 3
1308.png	keycap: 4	4️⃣️	\U00000034\U0000FE0F\U000020E3\U0000FE0F	U+0034 U+FE0F U+20E3	keycap: 4
1309.png	keycap: 5	5️⃣️	\U00000035\U0000FE0F\U000020E3\U0000FE0F	U+0035 U+FE0F U+20E3	keycap: 5
1310.png	keycap: 6	6️⃣️	\U00000036\U0000FE0F\U000020E3\U0000FE0F	U+0036 U+FE0F U+20E3	keycap: 6
1311.png	keycap: 7	7️⃣️	\U00000037\U0000FE0F\U000020E3\U0000FE0F	U+0037 U+FE0F U+20E3	keycap: 7
1312.png	keycap: 8	8️⃣️	\U00000038\U0000FE0F\U000020E3\U0000FE0F	U+0038 U+FE0F U+20E3	keycap: 8
1313.png	keycap: 9	9️⃣️	\U00000039\U0000FE0F\U000020E3\U0000FE0F	U+0039 U+FE0F U+20E3	keycap: 9
1314.png	keycap: 10	🔟️	\U0001F51F\U0000FE0F	U+1F51F	keycap: 10
1315.png	hundred points	💯️	\U0001F4AF\U0000FE0F	U+1F4AF	hundred points
1316.png	input latin uppercase	🔠️	\U0001F520\U0000FE0F	U+1F520	input latin uppercase
1317.png	input latin lowercase	🔡️	\U0001F521\U0000FE0F	U+1F521	input latin lowercase
1318.png	input numbers	🔢️	\U0001F522\U0000FE0F	U+1F522	input numbers
1319.png	input symbols	🔣️	\U0001F523\U0000FE0F	U+1F523	input symbols
1320.png	input latin letters	🔤️	\U0001F524\U0000FE0F	U+1F524	input latin letters
1321.png	A button (blood type)	🅰️	\U0001F170\U0000FE0F	U+1F170	A button (blood type)
1322.png	AB button (blood type)	🆎️	\U0001F18E\U0000FE0F	U+1F18E	AB button (blood type)
1323.png	B button (blood type)	🅱️	\U0001F171\U0000FE0F	U+1F171	B button (blood type)
1324.png	CL button	🆑️	\U0001F191\U0000FE0F	U+1F191	CL button
1325.png	COOL button	🆒️	\U0001F192\U0000FE0F	U+1F192	COOL button
1326.png	FREE button	🆓️	\U0001F193\U0000FE0F	U+1F193	FREE button
1327.png	information	ℹ️	\U00002139\U0000FE0F	U+2139	information
1328.png	ID button	🆔️	\U0001F194\U0000FE0F	U+1F194	ID button
1329.png	circled M	Ⓜ️	\U000024C2\U0000FE0F	U+24C2	circled M
1330.png	NEW button	🆕️	\U0001F195\U0000FE0F	U+1F195	NEW button
1331.png	NG button	🆖️	\U0001F196\U0000FE0F	U+1F196	NG button
1332.png	O button (blood type)	🅾️	\U0001F17E\U0000FE0F	U+1F17E	O button (blood type)
1333.png	OK button	🆗️	\U0001F197\U0000FE0F	U+1F197	OK button
1334.png	P button	🅿️	\U0001F17F\U0000FE0F	U+1F17F	P button
1335.png	SOS button	🆘️	\U0001F198\U0000FE0F	U+1F198	SOS button
1336.png	UP! button	🆙️	\U0001F199\U0000FE0F	U+1F199	UP! button
1337.png	VS button	🆚️	\U0001F19A\U0000FE0F	U+1F19A	VS button
1338.png	Japanese “here” button	🈁️	\U0001F201\U0000FE0F	U+1F201	Japanese “here” button
1339.png	Japanese “service charge” button	🈂️	\U0001F202\U0000FE0F	U+1F202	Japanese “service charge” button
1340.png	Japanese “monthly amount” button	🈷️	\U0001F237\U0000FE0F	U+1F237	Japanese “monthly amount” button
1341.png	Japanese “not free of charge” button	🈶️	\U0001F236\U0000FE0F	U+1F236	Japanese “not free of charge” button
1342.png	Japanese “reserved” button	🈯️	\U0001F22F\U0000FE0F	U+1F22F	Japanese “reserved” button
1343.png	Japanese “bargain” button	🉐️	\U0001F250\U0000FE0F	U+1F250	Japanese “bargain” button
1344.png	Japanese “discount” button	🈹️	\U0001F239\U0000FE0F	U+1F239	Japanese “discount” button
1345.png	Japanese “free of charge” button	🈚️	\U0001F21A\U0000FE0F	U+1F21A	Japanese “free of charge” button
1346.png	Japanese “prohibited” button	🈲️	\U0001F232\U0000FE0F	U+1F232	Japanese “prohibited” button
1347.png	Japanese “acceptable” button	🉑️	\U0001F251\U0000FE0F	U+1F251	Japanese “acceptable” button
1348.png	Japanese “application” button	🈸️	\U0001F238\U0000FE0F	U+1F238	Japanese “application” button
1349.png	Japanese “passing grade” button	🈴️	\U0001F234\U0000FE0F	U+1F234	Japanese “passing grade” button
1350.png	Japanese “vacancy” button	🈳️	\U0001F233\U0000FE0F	U+1F233	Japanese “vacancy” button
1351.png	Japanese “congratulations” button	㊗️	\U00003297\U0000FE0F	U+3297	Japanese “congratulations” button
1352.png	Japanese “secret” button	㊙️	\U00003299\U0000FE0F	U+3299	Japanese “secret” button
1353.png	Japanese “open for business” button	🈺️	\U0001F23A\U0000FE0F	U+1F23A	Japanese “open for business” button
1354.png	Japanese “no vacancy” button	🈵️	\U0001F235\U0000FE0F	U+1F235	Japanese “no vacancy” button
1355.png	red circle	🔴️	\U0001F534\U0000FE0F	U+1F534	red circle
1356.png	blue circle	🔵️	\U0001F535\U0000FE0F	U+1F535	blue circle
1357.png	white circle	⚪️	\U000026AA\U0000FE0F	U+26AA	white circle
1358.png	black circle	⚫️	\U000026AB\U0000FE0F	U+26AB	black circle
1359.png	white large square	⬜️	\U00002B1C\U0000FE0F	U+2B1C	white large square
1360.png	black large square	⬛️	\U00002B1B\U0000FE0F	U+2B1B	black large square
1361.png	black medium square	◼️	\U000025FC\U0000FE0F	U+25FC	black medium square
1362.png	white medium square	◻️	\U000025FB\U0000FE0F	U+25FB	white medium square
1363.png	white medium-small square	◽️	\U000025FD\U0000FE0F	U+25FD	white medium-small square
1364.png	black medium-small square	◾️	\U000025FE\U0000FE0F	U+25FE	black medium-small square
1365.png	white small square	▫️	\U000025AB\U0000FE0F	U+25AB	white small square
1366.png	black small square	▪️	\U000025AA\U0000FE0F	U+25AA	black small square
1367.png	large orange diamond	🔶️	\U0001F536\U0000FE0F	U+1F536	large orange diamond
1368.png	large blue diamond	🔷️	\U0001F537\U0000FE0F	U+1F537	large blue diamond
1369.png	small orange diamond	🔸️	\U0001F538\U0000FE0F	U+1F538	small orange diamond
1370.png	small blue diamond	🔹️	\U0001F539\U0000FE0F	U+1F539	small blue diamond
1371.png	red triangle pointed up	🔺️	\U0001F53A\U0000FE0F	U+1F53A	red triangle pointed up
1372.png	red triangle pointed down	🔻️	\U0001F53B\U0000FE0F	U+1F53B	red triangle pointed down
1373.png	diamond with a dot	💠️	\U0001F4A0\U0000FE0F	U+1F4A0	diamond with a dot
1374.png	radio button	🔘️	\U0001F518\U0000FE0F	U+1F518	radio button
